company_name,ticker_bb,gics_sector,gics_industry_group,gics_industry,gics_sub_industry,market_cap_mln_gbp,plan_name,financial_year,plan_status,metric_name,weight_percentage,threshold_value,threshold_payout_percentage,target_value,target_payout_percentage,stretch_value,stretch_payout_percentage,maximum_value,maximum_payout_percentage,actual_performance,actual_payout_percentage,total_bonus_payout,assessment_summary,additional_conditions,file_name,ar_link,source_link,source_attribution_tier,source_chunk_id
Sainsburys Plc,SBRY LN Equity,Consumer Staples,Consumer Staples Distribution & Retail,Consumer Staples Distribution & Retail,Food Retail,6749.7,Annual Bonus,FY2024/25,completed,Strategic Scorecard – Colleague,10.0,,,,,,,,,Inclusion and diversity central to purpose and strategy; Operating Board with 50/50 gender representation; top-ranked in FTSE Women Leaders Report; Simon Roberts awarded Most Inclusive CEO in Retail by Diversity in Retail; colleague engagement remained high despite significant change activity in operating model; third consecutive year as first UK supermarket to announce a pay increase above or in line with inflation for hourly colleagues.,9.0,91.0,"9% out of 10% of overall maximum achieved. Strong performance on inclusion and diversity, gender representation, colleague engagement, and pay increases above or in line with inflation.",One of three equally weighted sub-components of the Strategic Scorecard (30% overall weight). Maximum payout for this sub-metric is 10% of overall maximum.,sainsburys_ar_2025,https://corporate.sainsburys.co.uk/media/z01g231u/j-sainsbury-plc-annual-report-and-financial-statements-2026.pdf,"=HYPERLINK(""https://corporate.sainsburys.co.uk/media/z01g231u/j-sainsbury-plc-annual-report-and-financial-statements-2026.pdf#page=106"",""p.106 of AR"")",2.0,
Sainsburys Plc,SBRY LN Equity,Consumer Staples,Consumer Staples Distribution & Retail,Consumer Staples Distribution & Retail,Food Retail,6749.7,Annual Bonus,FY2024/25,completed,"Strategic Scorecard – Individual/Director-Specific Objectives (Simon Roberts, CEO)",10.0,,,,,,,,,"Significant strategic momentum against Next Level plan across all eight commitments; built on Food First success delivering market share improvement and significant operating leverage; strong progress towards cost savings ambition (£349m saved in year); record-breaking year in grocery; all financial outcomes achieved in line with plan despite challenging general merchandise market; reorganised Sainsbury's and Argos leadership; transactions agreed to facilitate clear exit from Financial Services, delivered effectively and at pace.",10.0,91.0,"10% out of 10% of overall maximum achieved (full payout). Exceptional delivery across strategic, operational, financial, and leadership objectives including Next Level plan progress, cost savings, grocery record, and Financial Services exit.","One of three equally weighted sub-components of the Strategic Scorecard (30% overall weight). Maximum payout for this sub-metric is 10% of overall maximum. £170,866 of Simon Roberts' cash bonus further deferred into shares, to vest at the earlier of the return of bank capital to shareholders or the end of the 2025/26 Financial Year, reflecting his ultimate responsibility for the successful exit from Financial Services.",sainsburys_ar_2025,https://corporate.sainsburys.co.uk/media/z01g231u/j-sainsbury-plc-annual-report-and-financial-statements-2026.pdf,"=HYPERLINK(""https://corporate.sainsburys.co.uk/media/z01g231u/j-sainsbury-plc-annual-report-and-financial-statements-2026.pdf#page=106"",""p.106 of AR"")",2.0,
Sainsburys Plc,SBRY LN Equity,Consumer Staples,Consumer Staples Distribution & Retail,Consumer Staples Distribution & Retail,Food Retail,6749.7,Annual Bonus,FY2025/26,prospective,Group Underlying Profit Before Tax,50.0,Not disclosed (commercially sensitive; to be retrospectively disclosed in next year's Annual Report),0.0,Not disclosed (commercially sensitive; to be retrospectively disclosed in next year's Annual Report),50.0,,,Not disclosed (commercially sensitive; to be retrospectively disclosed in next year's Annual Report),100.0,,,,,"Targets set against the Company's expected performance; stretching performance in excess of internal forecasts required for maximum payout. CEO maximum opportunity: 220% of base salary (Simon Roberts; base salary £1,008,910 effective 25 May 2025). The Board considers all performance targets for the 2025/26 annual bonus to be commercially sensitive given the highly competitive consumer-facing sector in which Sainsbury's operates. Targets will be retrospectively disclosed in the next Annual Report.",sainsburys_ar_2025,https://corporate.sainsburys.co.uk/media/z01g231u/j-sainsbury-plc-annual-report-and-financial-statements-2026.pdf,"=HYPERLINK(""https://corporate.sainsburys.co.uk/media/z01g231u/j-sainsbury-plc-annual-report-and-financial-statements-2026.pdf#page=107"",""p.107 of AR"")",2.0,
Sainsburys Plc,SBRY LN Equity,Consumer Staples,Consumer Staples Distribution & Retail,Consumer Staples Distribution & Retail,Food Retail,6749.7,Annual Bonus,FY2025/26,prospective,Retail Free Cash Flow,20.0,Not disclosed (commercially sensitive; to be retrospectively disclosed in next year's Annual Report),0.0,Not disclosed (commercially sensitive; to be retrospectively disclosed in next year's Annual Report),50.0,,,Not disclosed (commercially sensitive; to be retrospectively disclosed in next year's Annual Report),100.0,,,,,Targets set against the Company's expected performance; stretching performance in excess of internal forecasts required for maximum payout. The Board considers all performance targets for the 2025/26 annual bonus to be commercially sensitive given the highly competitive consumer-facing sector in which Sainsbury's operates. Targets will be retrospectively disclosed in the next Annual Report.,sainsburys_ar_2025,https://corporate.sainsburys.co.uk/media/z01g231u/j-sainsbury-plc-annual-report-and-financial-statements-2026.pdf,"=HYPERLINK(""https://corporate.sainsburys.co.uk/media/z01g231u/j-sainsbury-plc-annual-report-and-financial-statements-2026.pdf#page=110"",""p.110 of AR"")",2.0,
Sainsburys Plc,SBRY LN Equity,Consumer Staples,Consumer Staples Distribution & Retail,Consumer Staples Distribution & Retail,Food Retail,6749.7,Annual Bonus,FY2025/26,prospective,Strategic Scorecard – Customer,10.0,,,,,,,,,,,,Targets not disclosed for FY2025/26.,One of three equally weighted sub-components of the Strategic Scorecard (30% overall weight). Specific targets not disclosed. The Board considers all performance targets for the 2025/26 annual bonus to be commercially sensitive given the highly competitive consumer-facing sector in which Sainsbury's operates. Targets will be retrospectively disclosed in the next Annual Report.,sainsburys_ar_2025,https://corporate.sainsburys.co.uk/media/z01g231u/j-sainsbury-plc-annual-report-and-financial-statements-2026.pdf,"=HYPERLINK(""https://corporate.sainsburys.co.uk/media/z01g231u/j-sainsbury-plc-annual-report-and-financial-statements-2026.pdf#page=110"",""p.110 of AR"")",2.0,
Sainsburys Plc,SBRY LN Equity,Consumer Staples,Consumer Staples Distribution & Retail,Consumer Staples Distribution & Retail,Food Retail,6749.7,Annual Bonus,FY2025/26,prospective,Strategic Scorecard – Colleague,10.0,,,,,,,,,,,,Targets not disclosed for FY2025/26. Metric will include colleague engagement and improvement of gender and ethnically diverse representation at senior levels.,One of three equally weighted sub-components of the Strategic Scorecard (30% overall weight). Will include colleague engagement and improvement of gender and ethnically diverse representation at senior levels. Specific targets not disclosed. The Board considers all performance targets for the 2025/26 annual bonus to be commercially sensitive given the highly competitive consumer-facing sector in which Sainsbury's operates. Targets will be retrospectively disclosed in the next Annual Report.,sainsburys_ar_2025,https://corporate.sainsburys.co.uk/media/z01g231u/j-sainsbury-plc-annual-report-and-financial-statements-2026.pdf,"=HYPERLINK(""https://corporate.sainsburys.co.uk/media/z01g231u/j-sainsbury-plc-annual-report-and-financial-statements-2026.pdf#page=110"",""p.110 of AR"")",2.0,
Sainsburys Plc,SBRY LN Equity,Consumer Staples,Consumer Staples Distribution & Retail,Consumer Staples Distribution & Retail,Food Retail,6749.7,Annual Bonus,FY2025/26,prospective,Strategic Scorecard – Individual/Director-Specific Objectives,10.0,,,,,,,,,,,,Targets not disclosed for FY2025/26.,One of three equally weighted sub-components of the Strategic Scorecard (30% overall weight). Specific targets not disclosed. Payment structure: 50% paid in cash after year-end; 50% deferred into shares for two years. The Board considers all performance targets for the 2025/26 annual bonus to be commercially sensitive given the highly competitive consumer-facing sector in which Sainsbury's operates. Targets will be retrospectively disclosed in the next Annual Report.,sainsburys_ar_2025,https://corporate.sainsburys.co.uk/media/z01g231u/j-sainsbury-plc-annual-report-and-financial-statements-2026.pdf,"=HYPERLINK(""https://corporate.sainsburys.co.uk/media/z01g231u/j-sainsbury-plc-annual-report-and-financial-statements-2026.pdf#page=110"",""p.110 of AR"")",2.0,
Savills Plc,SVS LN Equity,Real Estate,Real Estate Management & Development,Real Estate Management & Development,Real Estate Services,1112.6,Annual Performance-Related Profit Share,2025,completed,Underlying Profit Performance,75.0,£115m,25.0,£145m,62.5,,,£175m,100.0,"£145.3m underlying profit (marginally above target, well below maximum)",63.0,70.0,,"Straight-line vesting between threshold, target and maximum points. 2024 comparative payout was 66%.",savills_ar_2025,https://ir.savills.com/~/media/Files/S/Savills-IR-V3/result-centre/2025/savills-plc-annual-report-and-accounts-2025.pdf,"=HYPERLINK(""https://ir.savills.com/~/media/Files/S/Savills-IR-V3/result-centre/2025/savills-plc-annual-report-and-accounts-2025.pdf#page=126"",""p.126 of AR"")",3.0,143.0
Savills Plc,SVS LN Equity,Real Estate,Real Estate Management & Development,Real Estate Management & Development,Real Estate Services,1112.6,Annual Performance-Related Profit Share,2025,completed,Individual/Strategic & Operational Objectives,25.0,,,,,,,,,CEO assessed at 90% out of this 25% element,90.0,70.0,"Assessed against pre-set personal strategic and operational objectives aligned with the Group's growth focus, financial strength, bench-strength, client service levels, and longer-term value creation, with particular emphasis in 2025 on successful execution of the Group's leadership succession plan. Payout equates to 22.5% of maximum overall award.",,savills_ar_2025,https://ir.savills.com/~/media/Files/S/Savills-IR-V3/result-centre/2025/savills-plc-annual-report-and-accounts-2025.pdf,"=HYPERLINK(""https://ir.savills.com/~/media/Files/S/Savills-IR-V3/result-centre/2025/savills-plc-annual-report-and-accounts-2025.pdf#page=126"",""p.126 of AR"")",3.0,146.0
Savills Plc,SVS LN Equity,Real Estate,Real Estate Management & Development,Real Estate Management & Development,Real Estate Services,1112.6,Annual Performance-Related Profit Share,2025,completed,Overall Formulaic Outcome and Total Bonus Payout Details (Group CEO),100.0,,,,,,,,,,,70.0,"Combined formulaic outcome (financial + strategic) was circa 70% of maximum for the Group CEO. The Committee reviewed this formulaic outcome against wider financial/non-financial performance (revenue +6% to £2.6bn, underlying profit +11% to £145.3m, EPS +18% to 78.0p, net cash £167.7m) and stakeholder experience, and confirmed no adjustment was required. Total CEO bonus payout was circa 70% of maximum, with a cash value of £2,647,000 for the Group CEO. 50% of the award above an amount equal to base salary is deferred into shares for three years, with malus/clawback provisions applying.",,savills_ar_2025,https://ir.savills.com/~/media/Files/S/Savills-IR-V3/result-centre/2025/savills-plc-annual-report-and-accounts-2025.pdf,"=HYPERLINK(""https://ir.savills.com/~/media/Files/S/Savills-IR-V3/result-centre/2025/savills-plc-annual-report-and-accounts-2025.pdf#page=130"",""p.130 of AR"")",3.0,180.0
Savills Plc,SVS LN Equity,Real Estate,Real Estate Management & Development,Real Estate Management & Development,Real Estate Services,1112.6,Annual Performance-Related Profit Share,2026,prospective,Underlying Profit Performance,75.0,,,,,,,,,,,,,"Threshold/Target/Maximum targets not disclosed prospectively due to commercial sensitivity; to be disclosed retrospectively in next year's report. Targets described as 'similarly challenging' to 2025 targets, set with regard to internal plans, external expectations and market conditions. CEO for FY2026: Simon Shaw, base salary £400,000 p.a.",savills_ar_2025,https://ir.savills.com/~/media/Files/S/Savills-IR-V3/result-centre/2025/savills-plc-annual-report-and-accounts-2025.pdf,"=HYPERLINK(""https://ir.savills.com/~/media/Files/S/Savills-IR-V3/result-centre/2025/savills-plc-annual-report-and-accounts-2025.pdf#page=132"",""p.132 of AR"")",3.0,207.0
Savills Plc,SVS LN Equity,Real Estate,Real Estate Management & Development,Real Estate Management & Development,Real Estate Services,1112.6,Annual Performance-Related Profit Share,2026,prospective,"Personal, Strategic & Operational Objectives",25.0,,,,,,,,,,,,,Specific objectives not disclosed prospectively due to commercial sensitivity; to be disclosed retrospectively.,savills_ar_2025,https://ir.savills.com/~/media/Files/S/Savills-IR-V3/result-centre/2025/savills-plc-annual-report-and-accounts-2025.pdf,"=HYPERLINK(""https://ir.savills.com/~/media/Files/S/Savills-IR-V3/result-centre/2025/savills-plc-annual-report-and-accounts-2025.pdf#page=132"",""p.132 of AR"")",3.0,207.0
Savills Plc,SVS LN Equity,Real Estate,Real Estate Management & Development,Real Estate Management & Development,Real Estate Services,1112.6,Annual Performance-Related Profit Share,2026,prospective,Additional Conditions - Maximum Opportunity & Deferral,100.0,,,,,,,,,,,,Maximum annual performance-related profit share opportunity for 2026 is £3.93m for the Group CEO (2025 limit increased by 2025 CPI of 3.4%). 50% of any award above base salary is deferred into shares for three years; malus/clawback provisions apply. The Committee retains general discretion to adjust the formulaic outcome for exceptional events.,,savills_ar_2025,https://ir.savills.com/~/media/Files/S/Savills-IR-V3/result-centre/2025/savills-plc-annual-report-and-accounts-2025.pdf,"=HYPERLINK(""https://ir.savills.com/~/media/Files/S/Savills-IR-V3/result-centre/2025/savills-plc-annual-report-and-accounts-2025.pdf#page=132"",""p.132 of AR"")",3.0,206.0
Schroders Plc,SDR LN Equity,Financials,Financial Services,Capital Markets,Asset Management & Custody Banks,9067.5,2025 Annual Bonus (Scorecard-based),FY2025,completed,Adjusted Operating Profit,30.0,£540m,25.0,£610m,65.0,,,£710m,100.0,£757m (above maximum),30.0,96.0,,Part of Financial Metrics comprising 70% of total scorecard. Metric payout % of max for metric: 100%. Bonus payout % of max bonus: 30%.,schroders_ar_2025,https://mybrand.schroders.com/m/74f3d9a5f99e1565/original/Schroders-Annual-Report-FY25-Full-report-interactive.pdf,"=HYPERLINK(""https://mybrand.schroders.com/m/74f3d9a5f99e1565/original/Schroders-Annual-Report-FY25-Full-report-interactive.pdf#page=66"",""p.66 of AR"")",2.0,
Schroders Plc,SDR LN Equity,Financials,Financial Services,Capital Markets,Asset Management & Custody Banks,9067.5,2025 Annual Bonus (Scorecard-based),FY2025,completed,Investment Performance (% of AUM outperforming relevant comparators),20.0,50%,25.0,60%,65.0,,,70%,100.0,70% (at maximum),20.0,96.0,,Part of Financial Metrics comprising 70% of total scorecard. Metric payout % of max for metric: 100%. Bonus payout % of max bonus: 20%.,schroders_ar_2025,https://mybrand.schroders.com/m/74f3d9a5f99e1565/original/Schroders-Annual-Report-FY25-Full-report-interactive.pdf,"=HYPERLINK(""https://mybrand.schroders.com/m/74f3d9a5f99e1565/original/Schroders-Annual-Report-FY25-Full-report-interactive.pdf#page=66"",""p.66 of AR"")",2.0,
